suite,run,model_size,resolution,condition,series,checkpoint,checkpoint_step,eval_type,metric,horizon,horizon_s,value,source_path
eval_b_scand_128,nwm_cdit_b_recon_128_0025000,B,128,No Text,CDiT-B 128px No Text,0025000,25000,time,dreamsim,8s,8,0.6009427309036255,artifacts/summaries/eval_scand/eval_b_scand_128/nwm_cdit_b_recon_128_0025000/scand_time.json
eval_b_scand_128,nwm_cdit_b_recon_128_0025000,B,128,No Text,CDiT-B 128px No Text,0025000,25000,time,lpips,16s,16,0.6153981685638428,artifacts/summaries/eval_scand/eval_b_scand_128/nwm_cdit_b_recon_128_0025000/scand_time.json
eval_b_scand_128,nwm_cdit_b_recon_128_0025000,B,128,No Text,CDiT-B 128px No Text,0025000,25000,time,dreamsim,16s,16,0.6223306655883789,artifacts/summaries/eval_scand/eval_b_scand_128/nwm_cdit_b_recon_128_0025000/scand_time.json
eval_b_scand_128,nwm_cdit_b_recon_128_0025000,B,128,No Text,CDiT-B 128px No Text,0025000,25000,time,fid,1s,1,180.76394653320312,artifacts/summaries/eval_scand/eval_b_scand_128/nwm_cdit_b_recon_128_0025000/scand_time.json
eval_b_scand_128,nwm_cdit_b_recon_128_0025000,B,128,No Text,CDiT-B 128px No Text,0025000,25000,time,fid,2s,2,182.29112243652344,artifacts/summaries/eval_scand/eval_b_scand_128/nwm_cdit_b_recon_128_0025000/scand_time.json
eval_b_scand_128,nwm_cdit_b_recon_128_0025000,B,128,No Text,CDiT-B 128px No Text,0025000,25000,time,fid,4s,4,181.48695373535156,artifacts/summaries/eval_scand/eval_b_scand_128/nwm_cdit_b_recon_128_0025000/scand_time.json
eval_b_scand_128,nwm_cdit_b_recon_128_0025000,B,128,No Text,CDiT-B 128px No Text,0025000,25000,time,fid,8s,8,177.6251220703125,artifacts/summaries/eval_scand/eval_b_scand_128/nwm_cdit_b_recon_128_0025000/scand_time.json
eval_b_scand_128,nwm_cdit_b_recon_128_0025000,B,128,No Text,CDiT-B 128px No Text,0025000,25000,time,fid,16s,16,184.27610778808594,artifacts/summaries/eval_scand/eval_b_scand_128/nwm_cdit_b_recon_128_0025000/scand_time.json
eval_b_scand_128,nwm_cdit_b_recon_128_0030000,B,128,No Text,CDiT-B 128px No Text,0030000,30000,time,lpips,1s,1,0.5096279382705688,artifacts/summaries/eval_scand/eval_b_scand_128/nwm_cdit_b_recon_128_0030000/scand_time.json
eval_b_scand_128,nwm_cdit_b_recon_128_0030000,B,128,No Text,CDiT-B 128px No Text,0030000,30000,time,dreamsim,1s,1,0.5531097650527954,artifacts/summaries/eval_scand/eval_b_scand_128/nwm_cdit_b_recon_128_0030000/scand_time.json
eval_b_scand_128,nwm_cdit_b_recon_128_0030000,B,128,No Text,CDiT-B 128px No Text,0030000,30000,time,lpips,2s,2,0.5389014482498169,artifacts/summaries/eval_scand/eval_b_scand_128/nwm_cdit_b_recon_128_0030000/scand_time.json
eval_b_scand_128,nwm_cdit_b_recon_128_0030000,B,128,No Text,CDiT-B 128px No Text,0030000,30000,time,dreamsim,2s,2,0.5686637163162231,artifacts/summaries/eval_scand/eval_b_scand_128/nwm_cdit_b_recon_128_0030000/scand_time.json
eval_b_scand_128,nwm_cdit_b_recon_128_0030000,B,128,No Text,CDiT-B 128px No Text,0030000,30000,time,lpips,4s,4,0.5635442733764648,artifacts/summaries/eval_scand/eval_b_scand_128/nwm_cdit_b_recon_128_0030000/scand_time.json
eval_b_scand_128,nwm_cdit_b_recon_128_0030000,B,128,No Text,CDiT-B 128px No Text,0030000,30000,time,dreamsim,4s,4,0.579944372177124,artifacts/summaries/eval_scand/eval_b_scand_128/nwm_cdit_b_recon_128_0030000/scand_time.json
eval_b_scand_128,nwm_cdit_b_recon_128_0030000,B,128,No Text,CDiT-B 128px No Text,0030000,30000,time,lpips,8s,8,0.5941331386566162,artifacts/summaries/eval_scand/eval_b_scand_128/nwm_cdit_b_recon_128_0030000/scand_time.json
eval_b_scand_128,nwm_cdit_b_recon_128_0030000,B,128,No Text,CDiT-B 128px No Text,0030000,30000,time,dreamsim,8s,8,0.5983477830886841,artifacts/summaries/eval_scand/eval_b_scand_128/nwm_cdit_b_recon_128_0030000/scand_time.json
eval_b_scand_128,nwm_cdit_b_recon_128_0030000,B,128,No Text,CDiT-B 128px No Text,0030000,30000,time,lpips,16s,16,0.6114867329597473,artifacts/summaries/eval_scand/eval_b_scand_128/nwm_cdit_b_recon_128_0030000/scand_time.json
eval_b_scand_128,nwm_cdit_b_recon_128_0030000,B,128,No Text,CDiT-B 128px No Text,0030000,30000,time,dreamsim,16s,16,0.6172643303871155,artifacts/summaries/eval_scand/eval_b_scand_128/nwm_cdit_b_recon_128_0030000/scand_time.json
eval_b_scand_128,nwm_cdit_b_recon_128_0030000,B,128,No Text,CDiT-B 128px No Text,0030000,30000,time,fid,1s,1,184.42373657226562,artifacts/summaries/eval_scand/eval_b_scand_128/nwm_cdit_b_recon_128_0030000/scand_time.json
eval_b_scand_128,nwm_cdit_b_recon_128_0030000,B,128,No Text,CDiT-B 128px No Text,0030000,30000,time,fid,2s,2,186.64479064941406,artifacts/summaries/eval_scand/eval_b_scand_128/nwm_cdit_b_recon_128_0030000/scand_time.json
eval_b_scand_128,nwm_cdit_b_recon_128_0030000,B,128,No Text,CDiT-B 128px No Text,0030000,30000,time,fid,4s,4,184.21307373046875,artifacts/summaries/eval_scand/eval_b_scand_128/nwm_cdit_b_recon_128_0030000/scand_time.json
